experiment,split,seed_count,parameters_mean,train_seconds_mean,field_rel_l2_mean,field_rel_l2_seed_std,field_rel_l2_seed_ci95_t,gradient_rel_l2_mean,gradient_rel_l2_seed_std,gradient_rel_l2_seed_ci95_t,observed_reprojection_rel_l2_mean,observed_reprojection_rel_l2_seed_std,observed_reprojection_rel_l2_seed_ci95_t,heldout_reprojection_rel_l2_mean,heldout_reprojection_rel_l2_seed_std,heldout_reprojection_rel_l2_seed_ci95_t,mass_relative_error_mean,mass_relative_error_seed_std,mass_relative_error_seed_ci95_t,centroid_error_mean,centroid_error_seed_std,centroid_error_seed_ci95_t,router_weight_mean,router_weight_seed_std,router_weight_seed_ci95_t
residual_head,test_iid,3,86823.0,38.58176876402771,0.26199222008387246,0.0024039941125686384,0.0059718524338575225,0.4180313174923261,0.006024789993246174,0.014966408027598837,0.24263185436526935,0.0035333994351031436,0.008777450787417032,0.30715772782762846,0.007944014745030958,0.019734026610832085,0.11516872849315406,0.021004889200794425,0.05217903739483068,0.04115624017552234,0.0026060554359193587,0.006473800587279224,1.0,0.0,0.0
residual_head,test_view_ood,3,86823.0,38.58176876402771,0.35781969254215557,0.007663930661762206,0.019038259177123158,0.5600774760047594,0.007137867540837551,0.01773144593967315,0.2867008686686556,0.01504691954037882,0.03737862027592797,0.43525516459097463,0.009747230569299048,0.024213463042321404,0.09433318837545812,0.01374004558728119,0.03413216540453391,0.03285258008515176,0.0021472801066638463,0.005334139490654932,1.0,0.0,0.0
residual_head,test_noise_ood,3,86823.0,38.58176876402771,0.29156571347266436,0.0014753028246740636,0.0036648553830246266,0.4699276297663649,0.0031982909478970047,0.007944995156820659,0.26969144586473703,0.0014834398538627004,0.003685068884093733,0.33962108691533405,0.01587279468057219,0.039430207856879416,0.07465907058212906,0.012924684312296425,0.032106695712643435,0.039904338881111424,0.01071786622985686,0.02662465569108276,1.0,0.0,0.0
residual_head,test_joint_ood,3,86823.0,38.58176876402771,0.3815181876222293,0.006280466577444998,0.015601543872418645,0.5695945030699173,0.0114987446170803,0.028564465141075284,0.2941239730765422,0.013630999143027152,0.03386127902003018,0.43287788579861325,0.008525816812130967,0.021179303066489515,0.0732840897035203,0.028603883515141808,0.07105598574247736,0.0670918384616022,0.02088074158985328,0.051870637632668075,1.0,0.0,0.0
residual_head,test_family_ood,3,86823.0,38.58176876402771,0.6958923627932867,0.0017700607123205538,0.00439707456756314,0.8944365988175074,0.0019992204433194566,0.004966338897352075,0.5695674613118172,0.004574358545811436,0.011363336570717586,0.7076957672834396,0.014841731353156664,0.03686890456204373,0.1371311618325611,0.03305508895474776,0.08211339303775073,0.04277991056657355,0.006777314983000987,0.016835783733683298,1.0,0.0,0.0
absolute_head,test_iid,3,86823.0,38.58176876402771,0.26743489801883696,0.009632561605922536,0.023928609546030495,0.43886240969101586,0.008022859125742687,0.019929886910317694,0.25320195853710176,0.011240807141165847,0.027923712929882497,0.31250138357281687,0.011403401225101818,0.02832761902549534,0.11795164791013424,0.01372044154590515,0.03408346626604898,0.032641223448845604,0.003221884849757448,0.008003605658199523,0.0,0.0,0.0
absolute_head,test_view_ood,3,86823.0,38.58176876402771,0.3425301782165964,0.007867153957949876,0.019543093831089157,0.5472734160721302,0.0084106988401245,0.02089333417092803,0.2791805847858389,0.008289511101329541,0.020592287138785723,0.4202840995664398,0.012894922340443194,0.03203276287598677,0.09404797398019582,0.011395479897515813,0.02830794135691182,0.034589360568591666,0.0023178208934722683,0.0057577862905573065,0.0,0.0,0.0
absolute_head,test_noise_ood,3,86823.0,38.58176876402771,0.2937574274837971,0.013193158807278563,0.03277362333027169,0.4803379761675994,0.010534787748833823,0.026169863532163468,0.27210774179548025,0.014906465675607071,0.037029713533687385,0.34585193265229464,0.01580248424551995,0.03925554705363657,0.0984560435495041,0.02401704216711934,0.05966164017203903,0.03563047133874624,0.004094721220613196,0.010171851403229584,0.0,0.0,0.0
absolute_head,test_joint_ood,3,86823.0,38.58176876402771,0.36779404400537413,0.015428359873160291,0.03832617059137302,0.5542720115433136,0.012501240528817762,0.031054803041297842,0.26569939342637855,0.015209417346317974,0.03778228720373811,0.43146673403680325,0.017040857289506356,0.04233183623341825,0.09951971366535872,0.006947950874669128,0.017259666787154272,0.04784618954809983,0.00634699754270846,0.01576681595222876,0.0,0.0,0.0
absolute_head,test_family_ood,3,86823.0,38.58176876402771,0.6969574580589931,0.004630087578103437,0.011501775161473502,0.8890993972619375,0.0027338776234198964,0.006791328503647732,0.5838874697685242,0.009448166159376718,0.023470545863390983,0.7013583352168401,0.006214265801432175,0.015437092028178055,0.1667403456599762,0.04382175588384779,0.10885927638618322,0.04127575520568172,0.006030720181117202,0.014981139430927022,0.0,0.0,0.0
uniform_dual,test_iid,3,86823.0,38.58176876402771,0.25346397422254086,0.00424047221309294,0.010533916940173556,0.4091088091333707,0.0030471465126469355,0.007569531565294756,0.2348864714304606,0.003102333731340506,0.007706624216458068,0.2970374541978041,0.007885537449914696,0.019588760956752625,0.1094456739408391,0.016973407775800576,0.0421642823527825,0.033461965036357566,0.0035741354931490363,0.008878644765436884,0.5,0.0,0.0
uniform_dual,test_view_ood,3,86823.0,38.58176876402771,0.3355318953593572,0.007352880714359024,0.01826556827254096,0.5279680080711842,0.009079916347374468,0.022555762618051225,0.265192451265951,0.010006984765751454,0.024858728237514227,0.41260504474242526,0.008248367683859698,0.020490081223858602,0.09028578351080796,0.01331858739465825,0.033085205214313136,0.0291105787248525,0.0011641487244096874,0.0028919057483921466,0.5,0.0,0.0
uniform_dual,test_noise_ood,3,86823.0,38.58176876402771,0.28091409367819625,0.007528356751764503,0.01870147491456842,0.45755138775954646,0.006248554622211399,0.015522270180967173,0.258047276797394,0.006787259053724433,0.016860486174775726,0.3306129590297739,0.015278812260745095,0.03795467372767021,0.08240005671783972,0.016855966156213445,0.041872541196637074,0.03344044868003813,0.0015115679921513315,0.0037549430531778494,0.5,0.0,0.0
uniform_dual,test_joint_ood,3,86823.0,38.58176876402771,0.3597260133052866,0.007280891319789768,0.018086736702645396,0.5388338975608349,0.004877004443046301,0.01211515065734523,0.2614733421554168,0.008508811722556972,0.021137060082187062,0.41774794335166615,0.008812836947798362,0.021892300609532584,0.0914173185058947,0.015961802667795698,0.03965131595458832,0.04740511381794547,0.006479988657201395,0.016097184195068368,0.5,0.0,0.0
uniform_dual,test_family_ood,3,86823.0,38.58176876402771,0.6928448855876922,0.001388367932474042,0.003448897138843603,0.8900085429350536,0.0003493817667922646,0.0008679124226866236,0.5710022489229839,0.0014759642227178344,0.0036664983868476358,0.7003917117913564,0.010044821757244181,0.024952720534980488,0.1408582670420098,0.0373143003284798,0.0926938606335544,0.03758983249057516,0.004995837185125553,0.012410347553335003,0.5,0.0,0.0
support_fit_mix,test_iid,3,86823.0,38.58176876402771,0.25051506981253624,0.0023426122565687506,0.0058193714505509735,0.40500566239158314,0.0063833573351247215,0.01585713868376141,0.23073698480923968,0.0010029621394416135,0.002491496074044705,0.2936866159240405,0.005490513223383253,0.013639190955070202,0.10713267445874712,0.01539223440289315,0.0382364299483277,0.03444966283394911,0.004764640945024168,0.011836024254484268,0.5782326459884644,0.07660027102734208,0.19028562198931664
support_fit_mix,test_view_ood,3,86823.0,38.58176876402771,0.33784576940039796,0.007515522407456939,0.018669592635868412,0.5336785850425562,0.008795185113225551,0.02184845102158869,0.25960599910467863,0.01083469038604786,0.026914862983120232,0.41744774859398603,0.008802804241858473,0.021867377986356407,0.09020100542390234,0.012021159118861587,0.02986221470611544,0.029591323146366675,0.0024046722191718405,0.005973536944043125,0.4786410331726074,0.11877974586705839,0.2950652461004802
support_fit_mix,test_noise_ood,3,86823.0,38.58176876402771,0.27855279482901096,0.007189155608647293,0.017858852563082138,0.4560094258437554,0.004873234278437725,0.012105785049261561,0.2549138506874442,0.005517605958099326,0.013706493039092845,0.32758722454309464,0.014362725904074515,0.03567898906184486,0.07701816885188843,0.018968713681252317,0.04712089699899331,0.033334449749229014,0.0012751272184178388,0.0031675916105510533,0.5254013339678446,0.1185646960594211,0.2945310327634237
support_fit_mix,test_joint_ood,3,86823.0,38.58176876402771,0.35898543149232864,0.009969260070113731,0.02476501489841626,0.5397833567112684,0.006572593951456693,0.016327228498835687,0.25420877678940695,0.010279907004902158,0.025536704664163835,0.42033004978050786,0.01017128361103902,0.025266869195090105,0.09188584878575057,0.011764625197322612,0.029224949117277268,0.0457653098600987,0.004802877279134597,0.01193100857400707,0.3446827083826065,0.1101203023717159,0.2735539959509288
support_fit_mix,test_family_ood,3,86823.0,38.58176876402771,0.6928172300259273,0.002074327563541654,0.005152915327117001,0.8912397950887682,0.001600266198299483,0.003975281612035078,0.5666119575500488,0.0016930298284205097,0.0042057192438975785,0.7027528385321299,0.014305302376415748,0.03553634111124598,0.13696161953072683,0.034332052507272136,0.08528554635510718,0.03888647568323352,0.006875350794221009,0.017079318189436993,0.7405248979727427,0.24931796025699146,0.6193401472910626
query_router,test_iid,3,86823.0,38.58176876402771,0.2540236634512742,0.005348858373033323,0.013287300799263591,0.4102115874489149,0.003743912185571313,0.009300393449659298,0.23594698508580525,0.004906022110265617,0.012187234538791756,0.2974421453972657,0.00880327855080101,0.021868556235087586,0.10949697426064327,0.01762517471007761,0.043783361173491984,0.03342939497143678,0.00279413986545878,0.006941028211691149,0.496096392472585,0.08313612613878714,0.20652158615019348
query_router,test_view_ood,3,86823.0,38.58176876402771,0.33519954793155193,0.0073812345749558715,0.0183360031669233,0.5278668844451507,0.009397037949354892,0.023343536348741478,0.26588138099759817,0.010614800630529298,0.02636862654900901,0.4118994763121009,0.00783465351591387,0.019462358257378957,0.09075736495181748,0.013324030607335538,0.033098726904197864,0.029257577123605955,0.001027364053184353,0.0025521137882119228,0.4952128728230794,0.0804366082638934,0.19981561199362585
query_router,test_noise_ood,3,86823.0,38.58176876402771,0.28187007705370587,0.00874849415265939,0.02173246424564844,0.4587460920835535,0.00843013271189237,0.020941610584671914,0.259429388679564,0.008492280602467631,0.021095994503355656,0.33110755526771146,0.016232536330150288,0.04032385565508364,0.08585067429036523,0.014544107716285263,0.03612956646178319,0.032531148436491825,0.0022330864767698367,0.005547294330543628,0.4878194332122803,0.10429230649781268,0.25907645161664045
query_router,test_joint_ood,3,86823.0,38.58176876402771,0.36030294994513196,0.007589461071954986,0.018853266460704468,0.5392203275114298,0.005036935968159594,0.012512442590176908,0.26183798909187317,0.007016640832694739,0.01743030210230424,0.41854498504350585,0.010263565091346894,0.02549610910041904,0.09451318070690225,0.013099684298497834,0.03254141977792214,0.04636059490667455,0.006657042117266637,0.016537009372212315,0.486022154490153,0.09971931684559841,0.24771651556613097
query_router,test_family_ood,3,86823.0,38.58176876402771,0.6932017286618551,0.0012118520866475225,0.003010407469504439,0.8900630424420038,0.0010416529277869724,0.0025876093204707613,0.5719728012879689,0.0025819872852763295,0.006414011986614787,0.7001521309216817,0.009038383631238095,0.02245258963162544,0.14226598390184034,0.037581939432193505,0.09335871302422868,0.037913120092241064,0.0041478522010488785,0.01030383607539213,0.5025399923324585,0.09893256344532925,0.24576211177467455
